sample_id,P_ads,P_des,t_ads,t_des,t_purge,u,qmax,b,k_LDF,L,eps,t_repress,cycle,purity,recovery,productivity,energy_proxy,q_avg,q_final_avg,outlet_ads_final,outlet_dep_final,outlet_des_avg,outlet_rep_final,final_loading_mean,final_loading_max
1,7.293562637086643,0.2928306548223555,152.64038353615064,93.41447435059908,76.51524038690111,0.11493169094287221,4.569554411920386,1.2427811640313997,0.18896939546118402,1.1232442109315666,0.48525840395153486,20.0,10.0,0.12168041125965244,0.9655756195652682,0.060329067058294765,26.223821745769108,0.3029188464675174,0.3029188464675174,0.0769396139255277,0.24400090012966152,0.12168041125965244,1.5475093855099025e-09,0.3029188464675174,2.5267369390249135
2,5.7843941006690835,0.6613832813592337,173.10130525743958,81.94619586199354,78.19548515039371,0.04007903977687942,2.157447309755833,0.4882407947640965,0.1682630040815803,1.4786286838987195,0.4952909480637403,20.0,10.0,0.14140483335462506,0.891408143158708,0.06407415570211446,9.956342499402808,0.068221394825768,0.068221394825768,0.10176257560340586,0.20360059283983703,0.14140483335462506,4.906197088170358e-06,0.068221394825768,0.598490999043712
3,4.821758118536305,0.06051534934743912,49.0767480549746,119.76911419665166,23.079951096645672,0.042043055104476604,5.153828420317298,0.5811203636078481,0.09245942811936594,1.7904873540134867,0.30134834928372367,20.0,10.0,0.07238203409224535,0.9990698865371517,0.0487720144323409,80.99135716429319,0.03243490880186951,0.03243490880186951,0.00018144902000706496,0.00029952661337510444,0.07238203409224535,0.00021201271487060827,0.03243490880186951,0.9590711762432799
4,4.497772417637908,0.40653921979287977,61.97789868955671,184.4791334409297,61.77186556639666,0.08860501784623386,3.9332074402126995,0.7793170250546597,0.1355011792470959,1.0294960234699664,0.31937526671723593,20.0,10.0,0.04988216120778803,0.9999961298719784,0.037423391493318095,13.217214025031703,0.12595696619971414,0.12595696619971414,6.4113720310861085e-06,0.0016042805704421972,0.04988216120778803,4.346340246472335e-09,0.12595696619971414,1.2032290859033845
5,6.150064411916288,0.7453547386037803,59.941286755648704,80.50984222331859,57.08575404642252,0.0588183217713079,4.392003671900996,0.47290429049323696,0.12658353612049617,1.3000272371511195,0.4025896692427473,20.0,10.0,0.08650287469264545,0.9960972794975742,0.05469555405901502,9.341718327892657,0.09467812754733045,0.09467812754733045,0.0005181639169436975,0.000562763799714178,0.08650287469264545,0.0010998400344835856,0.09467812754733045,1.138287747501102
6,4.0531562581386815,0.19764030013238576,76.6331399668801,34.86234510318298,94.49692293381763,0.0724310761496724,4.821156151754275,1.3496519306157444,0.05462300205665116,0.7154792251999911,0.324892841198684,20.0,10.0,0.11078360238484827,0.994533652121829,0.06340693499139208,21.328849935267748,0.1668665860193929,0.1668665860193929,0.0009279527271455456,0.004529825312402527,0.11078360238484827,0.0011627543074287203,0.1668665860193929,1.3614257924157742
7,5.686447570355275,0.6741124740684051,109.8476096812345,156.757580438305,96.20687379446242,0.06106891276315797,2.3258638770692732,0.6129587866837506,0.1044950550649597,1.75577924161967,0.3154128124844666,20.0,10.0,0.07696255400472575,0.9999543437559557,0.050854384153546935,10.484068333677502,0.04759349287219158,0.04759349287219158,5.292957093052365e-06,0.00016161506323771933,0.07696255400472575,1.56643663098836e-05,0.04759349287219158,0.6402895721090188
8,4.720285009116386,0.7002081945527578,86.46737304451909,132.57066698144342,52.83425182470394,0.14894177349993415,5.073321083203692,0.7457047430492598,0.061237913850603856,0.9991646097410533,0.4430762455394972,20.0,10.0,0.04992038217444996,0.7259365432974565,0.031696429379609974,8.33113723700898,0.35242528329555867,0.35242528329555867,0.09801213872219333,0.1542132880133266,0.04992038217444996,0.0017069952724831547,0.35242528329555867,1.2085759316861142
9,4.210323693257983,0.28274007463651807,175.9410694253876,101.91625536236786,88.79845935198338,0.053304672406074574,2.467939516434085,0.36080632628945447,0.0895487373010039,1.6536852512102582,0.49976398819575896,20.0,10.0,0.06964791894944801,0.5237337100843881,0.0343363654654547,16.35430071525841,0.06892058831078116,0.06892058831078116,0.14445668635085915,0.2188495500814704,0.06964791894944801,5.824766172876741e-07,0.06892058831078116,0.3685150386548457
10,2.722286140127029,0.9723684834382778,192.01049787252174,196.14802106551883,99.12774126038705,0.10218762382484448,2.25132439243364,0.41515830047213076,0.1815099651886787,1.2935541355676974,0.35619479520691233,20.0,10.0,0.01626549686534195,0.17148527303748343,0.009457895212361215,5.256763482257178,0.10791500057814093,0.10791500057814093,0.1499998016874833,0.17948480346167642,0.01626549686534195,0.001569565699906145,0.10791500057814093,0.31457029342025894
11,5.452653422609983,0.09557754803444532,187.5798737389439,199.0153267327988,69.2409044953547,0.06568640143067991,5.249659218806592,0.3206469815726378,0.15602223252840483,1.0905903673894635,0.36883180406217453,20.0,10.0,0.08541253145654315,0.894328756392,0.04813819958892512,59.38587971983894,0.10575644908092574,0.10575644908092574,0.08633625335117903,0.23034041872460712,0.08541253145654315,5.217099337490235e-11,0.10575644908092574,0.9905475259027219
12,3.941009203906711,0.15369777894917103,148.29312741630997,104.72925590443478,78.85540826267993,0.11317118042396739,4.274219032445359,0.22465576141960683,0.14674223977008014,1.1874411054719467,0.3541497597632464,20.0,10.0,0.03035623086592948,0.2701777010262151,0.015819445820481542,27.08285882946256,0.14054705061526107,0.14054705061526107,0.14971723764905112,0.21102776327416628,0.03035623086592948,0.0014795405491994157,0.14054705061526107,0.4665067624803665
13,5.085136331617976,0.398204736856919,45.99544366448159,36.761233419249514,73.03729670808269,0.11037300553197424,3.4886905909099886,1.4599245100010083,0.17212401500449134,1.587639395084682,0.45812434709005,20.0,10.0,0.08998763554557337,0.9992162845088317,0.056179935691071194,13.502954119640185,0.18220168831264233,0.18220168831264233,0.00012164139468268521,0.00013474636556568703,0.08998763554557337,0.00022491399246682582,0.18220168831264233,1.731019806967097
14,6.465696316857436,0.862501850689959,65.24614137274378,99.13633270451767,42.83139483777561,0.02072941510160344,3.3191355168047867,0.8132582049854733,0.19478691061068845,0.9328962636650208,0.34089192771292187,20.0,10.0,0.0778173884761667,0.9232196357084989,0.048603739572128095,8.70196371371508,0.17806066495238007,0.17806066495238007,0.01549826472786765,0.029160825320806476,0.0778173884761667,0.012719242797809326,0.17806066495238007,1.1868585166956027
15,5.533485455531873,0.7846137191161218,197.82190256747367,83.27898152102377,16.545704847141806,0.03200075826050705,4.235690362161764,1.0720918460132112,0.023185614816389213,1.6394388116573575,0.39689029506121704,20.0,10.0,0.2184128989633101,0.7260962625038242,0.06859809454120758,7.9680147726786235,0.7272196193981089,0.7272196193981089,0.04116422625107106,0.06915427892548608,0.2184128989633101,0.04181861332759121,0.7272196193981089,0.8421905180446431
16,5.997744662968254,0.2036169974402421,91.5259724974907,151.8608638822014,58.64239054443723,0.09242180681041785,3.2593977148307314,1.0026724538226213,0.13171512157391188,0.9175308827362698,0.3999101787612154,20.0,10.0,0.0724079890124222,0.996179683049501,0.04732000113853965,31.26783231143258,0.20676349577285125,0.20676349577285125,0.006233327928327391,0.13047412403074254,0.0724079890124222,1.3158469564389282e-09,0.20676349577285125,1.3962866847284683
17,3.473894176399818,0.12607243214146954,195.08414864736665,37.227366366923185,97.39828675820932,0.13063851936839277,3.099245665584542,0.5338929223261997,0.14101037762220023,1.6000750810524837,0.47725268454225256,20.0,10.0,0.04114248793036269,0.19895128008135327,0.015820629935691118,28.414013724040753,0.19286203208656533,0.19286203208656533,0.14999567844990278,0.20298551272429396,0.04114248793036269,0.0009657228555727585,0.19286203208656533,0.6249701975903614
18,7.03433199991631,0.43240549869218425,117.95381712293113,133.8074176440926,11.583126482494883,0.09524041468786507,4.926755493115004,1.4330073038838815,0.14027731704531607,1.4360092581271875,0.31225087591832507,20.0,10.0,0.13798226912634165,0.9786873477669581,0.0707769232356815,17.66389579337888,0.141017145659828,0.141017145659828,0.0031443250194668447,0.0051899878918113375,0.13798226912634165,0.0043023853808461885,0.141017145659828,2.495048994387963
19,6.668213920057125,0.465051925107449,103.47841177499001,159.24789507569636,10.449332932417892,0.08611293324668338,3.4394425484916717,0.6520144716100149,0.18716272000798428,1.044835119895807,0.3957563349907429,20.0,10.0,0.1026510464917285,0.9978669915780658,0.05938988937888581,15.983369452914086,0.16530219924847572,0.16530219924847572,0.004066489317441108,0.11506198763922981,0.1026510464917285,5.118982293942622e-09,0.16530219924847572,1.2931745920903124
20,2.449620204102762,0.6039045068613926,159.91210176432446,121.46038139217791,62.376287926435964,0.07886997073149946,2.0504406398433783,1.498296249229755,0.18357724315342938,1.2060865617349024,0.4832048436123501,20.0,10.0,0.04851630370712898,0.38932494840351095,0.02450074967220742,5.582789149734346,0.16387397527278588,0.16387397527278588,0.14994856784522134,0.20428766709127508,0.04851630370712898,1.8479982859047213e-06,0.16387397527278588,0.7010464567990542
