sample_id,P_ads,P_des,t_ads,t_des,t_purge,u,qmax,b,k_LDF,L,eps,t_repress,cycle,purity,recovery,productivity,energy_proxy,q_avg,q_final_avg,outlet_ads_final,outlet_dep_final,outlet_des_avg,outlet_rep_final,final_loading_mean,final_loading_max
1,6.054950551084939,0.8736663683719026,62.05446624456248,115.81349116490992,28.0118555222022,0.06901229339235795,5.464194736711626,0.6490827940215795,0.19308066099716742,1.8185750639495921,0.39501852101937274,20.0,10.0,0.07560823212193936,0.9324333916742819,0.048122652090842544,8.228700810876413,0.14004234897834275,0.14004234897834275,0.010896509600929947,0.015196996144865745,0.07560823212193936,0.01456698835338727,0.14004234897834275,1.770345983171059
2,7.03145779849947,0.412760952443692,48.2061189930367,142.54007456783756,98.40913835258725,0.12595274488225794,3.4699610783060617,0.24048835325338372,0.15185525439923456,1.2200174413012086,0.4440213780786304,20.0,10.0,0.01876142718003108,0.6914006901615702,0.014604770096767378,18.95262807676725,0.22162381226631397,0.22162381226631397,0.10025378731244858,0.17607209350977082,0.01876142718003108,0.0019529607490650378,0.22162381226631397,0.6597838507573931
3,4.808192958650999,0.8559708550017371,81.96714644654864,155.9705738389364,74.93885621527825,0.06523446339642214,5.212204697346476,1.0636442854286439,0.19943705226102182,0.5518819897217101,0.3287254270113005,20.0,10.0,0.06622924145112544,0.9999968487826111,0.0459399432556645,7.551639123525252,0.18583332767071564,0.18583332767071564,1.9097279604640735e-07,2.0572767452460596e-05,0.06622924145112544,1.353652185118649e-06,0.18583332767071564,2.1428055653884934
4,7.590316489186321,0.1354302888561444,167.84064765381459,167.63846078365881,41.264145629514616,0.14444474216490524,2.9954550607473305,1.077786141593862,0.09169313253425748,1.3662146941946953,0.3631326163884494,20.0,10.0,0.09946114888631367,0.8751697381289617,0.05235478644442072,57.92863533653849,0.18788854945322314,0.18788854945322314,0.11077686643308844,0.23114898215406146,0.09946114888631367,2.9224171256341272e-08,0.18788854945322314,1.3427894753152574
5,7.770291411505986,0.49942256856291634,56.26816845331602,149.0375652198514,29.534694789737642,0.12492159411990506,5.848057094559351,0.4915323194338331,0.06179595623431937,1.598276243597539,0.4184190118150722,20.0,10.0,0.06376353509528838,0.999391643989005,0.044674332555179455,17.1965999418721,0.17346317216847426,0.17346317216847426,0.00017214037120920561,0.005094822228980171,0.06376353509528838,0.0001292825282371367,0.17346317216847426,1.4222487381651
6,4.484451530147424,0.7401293101682412,40.14048244268247,134.27386480159538,58.551915038534176,0.1495137813490781,5.869968519852739,0.9119689973264329,0.06493367596493976,1.6216842771179467,0.37677648892267246,20.0,10.0,0.04635362477624097,0.9963726428387141,0.03532817579937488,7.694509085956444,0.180277186296489,0.180277186296489,0.0006929932454351053,0.0016137117542212858,0.04635362477624097,0.0009461716764557559,0.180277186296489,1.5240458022135313
7,3.9409107282016573,0.7273768469607531,178.99936394856724,155.13159133195805,74.63942375712914,0.026064415596546202,4.62979553760076,1.0016375558052577,0.1781027011357798,1.9407618532929214,0.4303372079896338,20.0,10.0,0.0902277525464609,0.7454065512856117,0.048335042895583664,7.342489621088263,0.3034782321001474,0.3034782321001474,0.04359136114662873,0.06974046362204625,0.0902277525464609,0.03148690918264879,0.3034782321001474,1.2267627162707728
8,7.574246079603553,0.22776799700546452,38.71300755124934,121.98706347088333,35.45302079650027,0.08806909675488934,3.28767951833609,1.2612556412946314,0.119443488368168,1.8336154411775114,0.30138570585213353,20.0,10.0,0.05585932638228729,0.9994079388846078,0.04067577068383704,34.65135134046367,0.06731051290973757,0.06731051290973757,0.00012600542168363647,0.00020616643790341636,0.05585932638228729,0.00014385769096565603,0.06731051290973757,1.57153981961151
9,6.9871894379590795,0.8864036813235469,172.8047184930893,163.13696263786736,79.83748220041248,0.11705180153415408,4.160541270763066,1.3081930088209683,0.07772542264272815,1.5687196525315805,0.46771174725137366,20.0,10.0,0.11287557400547062,0.9950688583876629,0.06292222018301977,9.913183864388103,0.20394859878055893,0.20394859878055893,0.01025741059397212,0.11221004673302257,0.11287557400547062,0.00011307799736324156,0.20394859878055893,1.8194552632111447
10,2.421188521594482,0.9511506480121221,141.0859405016717,36.749185708994254,89.64979467652314,0.05227798653165382,4.0545861133445875,1.4107775293993985,0.18648681528107688,1.7308132060271317,0.46918348209008076,20.0,10.0,0.11694203122199777,0.6768913242184245,0.051377748543092336,3.3612771518268016,0.34466168008113185,0.34466168008113185,0.02856245294610708,0.030763839401042572,0.11694203122199777,0.07536802884324871,0.34466168008113185,1.2505366455580906
11,7.492710526936354,0.6021044990126773,48.99112268603752,168.75077478794023,52.80411594766819,0.10459500757701737,5.334590400527828,1.4288099075349403,0.03170661848891596,1.1397974963670223,0.49138689114299894,20.0,10.0,0.046137914344778395,0.9963629589333207,0.035180658995371004,14.39573118480084,0.2911767972851944,0.2911767972851944,0.0007835208182289851,0.005268909579699181,0.046137914344778395,0.0007902599910902667,0.2911767972851944,1.5023357730104605
